Class,Violation Type,Severity,Message,Start Line,Start Column,End Line,End Column
ClosedContractListHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),26,11,26,133
ClosedContractListHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),56,5,56,166
ClosedContractListHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),92,5,92,133
ClosedContractListHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),115,10,115,172
ClosedContractListHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),141,11,141,181
ClosedContractListHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),220,11,220,186
ClosedContractListHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),291,11,291,145
ClosedContractListHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),326,11,326,185
ClosedContractListHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),405,9,405,149
ClosedContractListHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),426,11,426,193
ClosedContractListHTTPCalloutTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),37,6,37,47
ClosedContractListHTTPCalloutTest.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),37,6,37,47
ClosedContractListHTTPCalloutTest.cls,LocalVariableNamingConventions,4,The local variable name 'StartDate' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-LocalVariableNamingConventions),98,9,98,57
ClosedContractListHTTPCalloutTest.cls,LocalVariableNamingConventions,4,The local variable name 'EndDate' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-LocalVariableNamingConventions),99,9,99,58
ClosedContractListHTTPCalloutTest.cls,LocalVariableNamingConventions,4,The local variable name 'StartDate' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-LocalVariableNamingConventions),137,9,137,57
ClosedContractListHTTPCalloutTest.cls,LocalVariableNamingConventions,4,The local variable name 'EndDate' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-LocalVariableNamingConventions),138,9,138,58
ClosedContractListHTTPCalloutTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),147,5,147,84
CommunitiesLandingController.cls,EmptyStatementBlock,4,Avoid empty block statements. (rule: Error Prone-EmptyStatementBlock),11,5,11,45
CommunitiesLoginController.cls,AvoidGlobalModifier,4,Avoid using global modifier (rule: Best Practices-AvoidGlobalModifier),4,1,4,55
CommunitiesLoginController.cls,EmptyStatementBlock,4,Avoid empty block statements. (rule: Error Prone-EmptyStatementBlock),6,5,6,44
CommunitiesLoginControllerTest.cls,AvoidGlobalModifier,4,Avoid using global modifier (rule: Best Practices-AvoidGlobalModifier),4,1,4,67
CommunitiesSelfRegConfirmController.cls,EmptyStatementBlock,4,Avoid empty block statements. (rule: Error Prone-EmptyStatementBlock),6,5,6,52
CommunitiesSelfRegConfirmControllerTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),5,5,5,92
ContactTriggerDispatcher.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),4,5,4,156
ContractAgingSummary.cls,CognitiveComplexity,4,The class 'ContractAgingSummary' has a total cognitive complexity of 109 (highest 41)  current threshold is 50 (rule: Design-CognitiveComplexity),1,1,1,50
ContractAgingSummary.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),4,5,4,130
ContractAgingSummary.cls,CognitiveComplexity,4,The method 'fetchAgingSummary(String  String  String  String  String)' has a cognitive complexity of 41  current threshold is 15 (rule: Design-CognitiveComplexity),4,5,4,130
ContractAgingSummary.cls,NcssMethodCount,4,The method fetchAgingSummary() has an NCSS line count of 74 (rule: Design-NcssMethodCount),4,5,4,130
ContractAgingSummary.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),40,13,40,149
ContractAgingSummary.cls,ClassNamingConventions,4,Class names should begin with an uppercase character (rule: Code Style-ClassNamingConventions),138,5,138,33
ContractAgingSummary.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),146,5,146,190
ContractAgingSummary.cls,CognitiveComplexity,4,The method 'fetchPastDueContracts(String  String  String  String  String  String)' has a cognitive complexity of 23  current threshold is 15 (rule: Design-CognitiveComplexity),146,5,146,190
ContractAgingSummary.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),156,13,156,139
ContractAgingSummary.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),224,5,224,187
ContractAgingSummary.cls,CognitiveComplexity,4,The method 'downloadFullAgingSummaryReport(String  String  String  String  String  String)' has a cognitive complexity of 21  current threshold is 15 (rule: Design-CognitiveComplexity),224,5,224,187
ContractAgingSummary.cls,FormalParameterNamingConventions,4,The method parameter name 'Program' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FormalParameterNamingConventions),224,5,224,187
ContractAgingSummary.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),230,13,230,161
ContractAgingSummary.cls,LocalVariableNamingConventions,4,The local variable name 'JsonBody' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-LocalVariableNamingConventions),269,9,269,1372
ContractAgingSummary.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),286,5,286,56
ContractAgingSummary.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),296,5,296,56
ContractAgingSummary.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),318,9,318,145
ContractAgingSummaryTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),42,5,42,48
ContractAgingSummaryTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),55,5,55,52
ContractAgingSummaryTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),70,5,70,61
ContractAgingSummaryTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),87,5,87,41
ContractAgingSummaryTest.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),87,5,87,41
ContractAgingSummaryTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),96,5,96,45
ContractAgingSummaryTest.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),96,5,96,45
ContractAgingSummaryTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),105,5,105,41
ContractAgingSummaryTest.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),105,5,105,41
ContractAssetListHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),31,5,31,135
ContractAssetListHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),46,5,46,155
ContractAssetListHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),59,7,59,135
ContractAssetListHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),151,5,151,149
ContractAssetListHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),192,5,192,150
ContractListHTTPCallout.cls,CognitiveComplexity,4,The class 'ContractListHTTPCallout' has a total cognitive complexity of 98 (highest 11)  current threshold is 50 (rule: Design-CognitiveComplexity),8,1,8,37
ContractListHTTPCalloutTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),47,6,47,47
ContractListHTTPCalloutTest.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),47,6,47,47
ContractListHTTPCalloutTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),107,5,107,48
ContractPaymentHistoryHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),23,9,23,192
ContractPaymentHistoryHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),41,9,41,153
ContractPaymentHistoryHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),65,9,65,193
ContractPaymentHistoryHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),84,8,84,171
ContractPaymentHistoryHTTPCalloutTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),67,5,67,62
ConversionUtil.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),73,5,73,66
ConversionUtilTest.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),5,5,5,53
CreateDocumentsAvayaHTTPCallout.cls,FormalParameterNamingConventions,4,The method parameter name 'app_no' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FormalParameterNamingConventions),13,7,13,70
CreateDocumentsAvayaHTTPCallout.cls,LocalVariableNamingConventions,4,The local variable name 'DocumentInfoResult' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-LocalVariableNamingConventions),52,12,52,114
CreateDocumentsAvayaHTTPCallout.cls,LocalVariableNamingConventions,4,The local variable name 'DocumentDataResult' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-LocalVariableNamingConventions),106,12,106,100
CreateDocumentsAvayaHTTPCallout.cls,FormalParameterNamingConventions,4,The method parameter name 'app_no' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FormalParameterNamingConventions),154,7,154,69
CreateDocumentsAvayaHTTPCallout.cls,LocalVariableNamingConventions,4,The local variable name 'LeaseRequestResult' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-LocalVariableNamingConventions),193,12,193,106
CreateDocumentsAvayaHTTPCallout.cls,FormalParameterNamingConventions,4,The method parameter name 'app_no' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FormalParameterNamingConventions),234,7,234,100
CreateDocumentsAvayaHTTPCallout.cls,FormalParameterNamingConventions,4,The method parameter name 'app_no' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FormalParameterNamingConventions),315,7,315,109
CreateQuoteInputsCtrl.cls,CognitiveComplexity,4,The class 'CreateQuoteInputsCtrl' has a total cognitive complexity of 65 (highest 25)  current threshold is 50 (rule: Design-CognitiveComplexity),1,1,1,53
CreateQuoteInputsCtrl.cls,CognitiveComplexity,4,The method 'getQuoteOption(String)' has a cognitive complexity of 25  current threshold is 15 (rule: Design-CognitiveComplexity),3,2,3,75
CreditScoringRules.cls,CognitiveComplexity,4,The class 'CreditScoringRules' has a total cognitive complexity of 110 (highest 65)  current threshold is 50 (rule: Design-CognitiveComplexity),3,1,3,47
CreditScoringRules.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),6,5,6,64
CreditScoringRules.cls,CognitiveComplexity,4,The method 'PreScoringRules(Opportunity)' has a cognitive complexity of 26  current threshold is 15 (rule: Design-CognitiveComplexity),6,5,6,64
CreditScoringRules.cls,NcssMethodCount,4,The method PreScoringRules() has an NCSS line count of 72 (rule: Design-NcssMethodCount),6,5,6,64
CreditScoringRules.cls,ApexSOQLInjection,4,Apex classes should escape variables merged in DML query (rule: Security-ApexSOQLInjection),168,13,168,139
CreditScoringRules.cls,ApexSOQLInjection,4,Apex classes should escape variables merged in DML query (rule: Security-ApexSOQLInjection),168,13,168,139
CreditScoringRules.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),202,5,202,86
CreditScoringRules.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),211,5,211,123
CreditScoringRules.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),227,5,227,89
CreditScoringRules.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),235,5,235,119
CreditScoringRules.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),264,5,264,94
CreditScoringRules.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),271,5,271,112
CreditScoringRules.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),282,5,282,123
CreditScoringRules.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),293,5,293,128
CreditScoringRules.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),305,9,305,154
CreditScoringRules.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),305,9,305,154
CreditScoringRules.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),316,5,316,78
CreditScoringRulesTest.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),4,5,4,37
CreditScoringRulesTest.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),403,5,403,62
CustomLookupLwcController.cls,ApexSOQLInjection,4,Apex classes should escape variables merged in DML query (rule: Security-ApexSOQLInjection),21,9,21,52
CustomLookupLwcController.cls,ApexSOQLInjection,4,Apex classes should escape variables merged in DML query (rule: Security-ApexSOQLInjection),35,10,35,53
CustomLookupLwcController.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),50,12,50,70
CustomLookupLwcController.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),62,16,62,119
CustomLookupLwcController.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),75,18,75,70
CustomTracking.cls,ApexSharingViolations,4,Apex classes should declare a sharing model if DML or SOQL is used (rule: Security-ApexSharingViolations),1,1,1,30
CustomTracking.cls,CognitiveComplexity,4,The class 'CustomTracking' has a total cognitive complexity of 371 (highest 107)  current threshold is 50 (rule: Design-CognitiveComplexity),1,1,1,30
CustomTracking.cls,CognitiveComplexity,4,The method 'trackHistory(List<sObject>  Map<Id  sObject>  Boolean)' has a cognitive complexity of 107  current threshold is 15 (rule: Design-CognitiveComplexity),5,5,5,105
CustomTracking.cls,NcssMethodCount,4,The method trackHistory() has an NCSS line count of 63 (rule: Design-NcssMethodCount),5,5,5,105
CustomTracking.cls,AvoidDeeplyNestedIfStmts,4,Deeply nested if..else statements are hard to read (rule: Design-AvoidDeeplyNestedIfStmts),22,25,22,45
CustomTracking.cls,AvoidDeeplyNestedIfStmts,4,Deeply nested if..else statements are hard to read (rule: Design-AvoidDeeplyNestedIfStmts),57,25,57,86
CustomTracking.cls,AvoidDeeplyNestedIfStmts,4,Deeply nested if..else statements are hard to read (rule: Design-AvoidDeeplyNestedIfStmts),81,21,81,74
CustomTracking.cls,AvoidDeeplyNestedIfStmts,4,Deeply nested if..else statements are hard to read (rule: Design-AvoidDeeplyNestedIfStmts),88,21,88,76
CustomTracking.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),89,25,89,46
CustomTracking.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),89,25,89,46
CustomTracking.cls,FieldNamingConventions,4,The static field name 'settingsMap_Static' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),97,2,97,84
CustomTracking.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),103,13,103,148
CustomTracking.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),130,13,130,184
CustomTracking.cls,FieldNamingConventions,4,The static field name 'settingsByItem_Static' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),136,5,136,79
CustomTracking.cls,CognitiveComplexity,4,The method 'getObjHistory(Map<Id  DateTime>)' has a cognitive complexity of 15  current threshold is 15 (rule: Design-CognitiveComplexity),161,5,161,87
CustomTracking.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),174,13,174,160
CustomTracking.cls,EmptyStatementBlock,4,Avoid empty block statements. (rule: Error Prone-EmptyStatementBlock),209,5,209,57
CustomTracking.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),241,5,241,61
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'ObjName' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),254,9,254,31
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'SoType' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),255,9,255,35
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'Fields' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),256,9,256,81
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'ItemName' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),257,9,257,32
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'MultiFieldFormat' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),258,9,258,40
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'IsCipRequirement' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),259,9,259,41
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'IsCorpOnlyExclusion' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),260,9,260,44
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'IsAchWaivedExclusion' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),261,9,261,45
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'EncryptData' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),262,9,262,36
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'EnforceVerifications' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),263,9,263,45
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'IsValid' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),264,9,264,32
CustomTracking.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),281,9,281,76
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'ObjId' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),309,9,309,25
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'SoType' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),310,9,310,35
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'Items' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),311,9,311,80
CustomTracking.cls,LocalVariableNamingConventions,4,The local variable name 'HistoryByField' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-LocalVariableNamingConventions),333,13,333,112
CustomTracking.cls,CognitiveComplexity,4,The class 'ItemHistory' has a total cognitive complexity of 58 (highest 49)  current threshold is 50 (rule: Design-CognitiveComplexity),348,5,348,31
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'ItemName' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),350,3,350,26
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'ItemId' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),351,9,351,26
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'LastModifiedBy' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),354,9,354,38
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'LastModifiedDate' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),355,9,355,42
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'LastVerifiedBy' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),358,9,358,38
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'LastVerifiedDate' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),359,9,359,42
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'VerificationSource' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),360,9,360,42
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'Notes' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),361,9,361,29
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'AcknowledgedBy' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),364,9,364,38
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'AcknowledgedDate' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),365,9,365,42
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'MultiFieldFormat' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),367,9,367,41
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'OldValues' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),368,9,368,61
CustomTracking.cls,FieldNamingConventions,4,The instance field name 'NewValues' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),369,3,369,55
CustomTracking.cls,CognitiveComplexity,4,The constructor 'ItemHistory(TrackingSettings  Map<string  List<Custom_Tracking__c>>)' has a cognitive complexity of 49  current threshold is 15 (rule: Design-CognitiveComplexity),371,9,371,106
CustomTracking.cls,NcssConstructorCount,4,The constructor has an NCSS line count of 39 (rule: Design-NcssConstructorCount),371,9,371,106
CustomTracking.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),423,9,423,38
CustomTracking.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),427,9,427,38
CustomTracking.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),431,9,431,58
CustomTracking.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),435,9,435,64
CustomTracking.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),439,9,439,45
CustomTracking.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),443,9,443,39
CustomTracking.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),447,9,447,71
CustomTracking.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),451,9,451,65
CustomTrackingTest.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),86,5,86,55
CustomTrackingTest.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),102,5,102,60
CustomTrackingTest.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),147,5,147,60
CustomTrackingTest.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),189,5,189,66
CustomTrackingTest.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),227,5,227,57
CustomerDetailsHTTPCallout.cls,CognitiveComplexity,4,The class 'CustomerDetailsHTTPCallout' has a total cognitive complexity of 88 (highest 7)  current threshold is 50 (rule: Design-CognitiveComplexity),8,1,8,40
CustomerDetailsHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),45,11,45,149
CustomerDetailsHTTPCallout.cls,FormalParameterNamingConventions,4,The method parameter name 'client_id' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FormalParameterNamingConventions),108,9,108,111
CustomerDetailsHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),127,11,127,153
CustomerDetailsHTTPCallout.cls,FormalParameterNamingConventions,4,The method parameter name 'client_id' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FormalParameterNamingConventions),127,11,127,153
CustomerDetailsHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),256,11,256,164
CustomerDetailsHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),324,11,324,149
CustomerDetailsHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),619,11,619,145
CustomerDetailsHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),749,11,749,175
CustomerDetailsHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),794,13,794,170
CustomerDetailsHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),840,13,840,167
CustomerDetailsHTTPCallout.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),885,11,885,147
